OBJECTID,IN_FID,2019年线上送餐快餐可达性,2019年线上送餐快餐可得性,2019年线上送餐快餐平均价格,2019年线上送餐快餐可选择性,2019年线上送餐正餐可达性,2019年线上送餐正餐可得性,2019年线上送餐正餐平均价格,2019年线上送餐正餐可选择性,2019年线下步行快餐可达性,2019年线下步行快餐可得性,2019年线下步行快餐平均价格,2019年线下步行快餐可选择性,2019年线下步行正餐可达性,2019年线下步行正餐可得性,2019年线下步行正餐平均价格,2019年线下步行正餐可选择性,2023年线上送餐快餐可达性,2023年线上送餐快餐可得性,2023年线上送餐快餐平均价格,2023年线上送餐快餐可选择性,2023年线上送餐正餐可达性,2023年线上送餐正餐可得性,2023年线上送餐正餐平均价格,2023年线上送餐正餐可选择性,2023年线下步行快餐可达性,2023年线下步行快餐可得性,2023年线下步行快餐平均价格,2023年线下步行快餐可选择性,2023年线下步行正餐可达性,2023年线下步行正餐可得性,2023年线下步行正餐平均价格,2023年线下步行正餐可选择性,2025年线上送餐快餐可达性,2025年线上送餐快餐可得性,2025年线上送餐快餐平均价格,2025年线上送餐快餐可选择性,2025年线上送餐正餐可达性,2025年线上送餐正餐可得性,2025年线上送餐正餐平均价格,2025年线上送餐正餐可选择性,2025年线下步行快餐可达性,2025年线下步行快餐可得性,2025年线下步行快餐平均价格,2025年线下步行快餐可选择性,2025年线下步行正餐可达性,2025年线下步行正餐可得性,2025年线下步行正餐平均价格,2025年线下步行正餐可选择性,Cluster,建成时长,物业费,与市中心的距离,省,城市,行政区,小区,均价,地址,lng,lat
181,181,1619.088447,0.007109141,22.3148792,6.285083181,837.8207535,0.003699367,34.96227528,10.21985184,207.4151712,0.021502506,24.96052181,6.002737825,273.317784,0.009161102,88.74692275,12.20485406,3353.079335,0.014859839,23.17469585,7.213122527,601.810666,0.00261634,29.16092838,11.23598243,146.86825,0.014254291,21.17470873,5.85259607,263.3881413,0.008658446,84.61877192,12.03191593,1222.436976,0.005418547,24.38245519,7.032800121,846.3542787,0.003789568,46.0286184,11.21539742,134.2199783,0.012857675,28.42258531,6.644778272,195.4900407,0.006472068,80.78408921,11.24497903,1,29,0.21,3626.60934,浙江,杭州,上城,采荷小区红菱邨,45604,上城 - 凯旋/采荷 - 五安路18号,120.194402,30.259294
182,182,1831.860709,0.007908218,22.52742347,6.274643277,1015.34354,0.004402916,35.91809129,10.32986198,168.382204,0.018371263,21.60886481,5.005412108,271.1921996,0.008306348,90.32186097,10.41990699,3833.352937,0.016717199,23.34310028,7.241264059,703.0020287,0.003027642,28.63891728,11.17584025,68.06309719,0.007353292,25.18677632,4.179349464,192.870209,0.005539121,87.98830632,10.82870013,1389.965925,0.006070467,24.86298518,7.13441525,1017.56269,0.004446396,47.73306579,11.29633632,53.10866889,0.005548301,29.22494397,5.728697317,143.3518698,0.00421428,78.01729334,10.38221451,1,29,0.2,2612.319188,浙江,杭州,上城,花圃铁路新村,45838,上城 - 凯旋/采荷 - 凯旋路45号,120.18401,30.252246
183,183,1709.428273,0.007159235,21.7363989,6.186346845,1003.699873,0.004207658,33.94472607,10.37042084,157.2430127,0.019733962,24.88461685,4.573784045,263.2869831,0.008995483,73.94708096,11.81105772,3359.449495,0.014173693,23.39804187,7.2774182,744.8499781,0.003142288,29.06762153,10.33804165,75.78219178,0.009455534,19.96905994,5.791189782,192.2506691,0.006698469,89.9771948,11.60721273,1275.738813,0.005442723,24.54828329,7.149834909,909.8202154,0.003791049,47.37360584,11.30579081,63.00073354,0.007542083,21.5232133,6.7101637,140.0302354,0.004909897,88.63479409,11.24026739,1,29,0.5,3703.367667,浙江,杭州,西湖,西溪河下33号小区,46400,西湖 - 文教 - 保俶北路82号,120.136438,30.286469
184,184,1352.082589,0.005799379,22.6644834,6.309998837,826.8188468,0.003608534,36.29674159,10.26463918,336.1894449,0.038539706,27.76940556,5.612350795,486.8886962,0.022561869,103.111031,11.71776455,2951.729875,0.013072539,23.11797807,7.216657471,570.6777773,0.002626829,27.1109426,11.17038553,194.4110601,0.022103102,28.26109319,5.423012069,472.5603275,0.021135914,113.1401258,12.07295852,1024.662314,0.004503017,25.33231797,7.272309307,795.9546193,0.003539637,49.57304946,11.02839041,175.0940268,0.019052269,25.90179128,6.527604967,327.9440889,0.014335515,97.90485556,11.18734966,1,29,0.5,1365.472684,浙江,杭州,上城,十三湾巷,46610,"上城 - 吴山/清波门 - 华光路,近高银街",120.162978,30.243727
185,185,1748.438204,0.006792092,22.47579756,6.322262946,1012.557468,0.004010113,35.95763004,10.20720042,332.4697699,0.042432954,24.38024703,5.486224207,703.3510172,0.025662026,100.3343688,13.2048869,3690.117365,0.014663096,23.2806294,7.251576809,696.3439707,0.002752027,28.46145178,10.94934867,237.2418594,0.029423544,29.10481294,5.266512533,784.3005836,0.028529354,101.2188333,13.51886599,1289.145852,0.005100645,25.15051395,7.167259022,975.3319743,0.003850829,49.46328516,11.04371999,204.7829821,0.024065594,27.81536506,6.371052011,540.1912876,0.018950594,97.56070537,13.08363404,1,29,1,819.0782351,浙江,杭州,上城,祖庙巷45-51号(单)小区,47400,"上城 - 湖滨 - 祖庙巷47,49,51,51-1号",120.165917,30.259392
186,186,1141.716691,0.005314181,22.67347302,6.20678981,705.9296007,0.003342213,36.20138681,10.39473551,160.9738448,0.018031038,23.94071274,5.919601379,273.1752714,0.01281282,99.57556718,11.24253252,2571.841041,0.012364523,23.02692528,7.150490493,492.3298572,0.002553119,26.7995579,11.17681318,118.6236931,0.013526934,28.86945705,5.427617547,272.1250724,0.012510764,111.806297,10.41429071,885.2619943,0.004206079,25.25032507,7.209540346,679.675357,0.00331855,49.58656532,11.10847003,96.89732328,0.010978293,26.06632049,6.692862154,189.0046276,0.00846808,97.36818183,10.18334012,1,29,0.5,2048.268648,浙江,杭州,上城,丁衙巷小区,47719,"上城 - 吴山/清波门 - 丁衙巷,近中河中路",120.163262,30.236676
187,187,1799.372216,0.006901951,22.22671319,6.324520681,1089.820329,0.00426124,35.81536446,10.24137996,175.5690021,0.022441649,23.23284883,5.349087393,409.3833844,0.014752411,116.1213223,12.86441224,3525.770237,0.013677652,23.34974216,7.232451922,734.5192424,0.002869891,28.98349693,10.54477963,113.8898346,0.014295246,21.41665986,4.938961028,345.4263275,0.012357968,126.4372962,13.57630704,1273.564795,0.004960709,25.21167564,7.222719475,1000.252437,0.003911256,49.0245297,11.21117904,86.12323338,0.010771341,29.62411859,6.108613974,281.0100575,0.00990895,115.4599601,12.63761712,1,29,0.5,1906.949393,浙江,杭州,拱墅,环城西路98号楼,48800,拱墅 - 武林 - 环城西路98号,120.150719,30.274057
188,188,1793.681647,0.006776724,22.34534452,6.323746867,1050.740139,0.004056302,36.17216564,10.13479127,375.3110611,0.040267741,27.80745701,5.528633079,647.3821979,0.023708362,111.3592257,13.43674729,3634.563533,0.013955491,23.30331054,7.25160234,715.844801,0.002750334,28.66725345,10.59203339,218.135438,0.023945185,33.60282786,5.356474704,641.9637666,0.024194618,118.4592786,13.56732311,1273.026366,0.004879132,25.28212651,7.175177467,987.3650324,0.003807119,49.41086581,10.89212824,201.5433847,0.021778298,27.14721084,6.516107259,478.6044842,0.017237515,116.1561691,13.13605605,1,29,0.5,1259.289621,浙江,杭州,拱墅,戒坛寺巷小区,50071,"拱墅 - 武林 - 戒坛寺巷,近狮虎桥路",120.157982,30.269124
189,189,1621.242675,0.00626361,22.53308951,6.310459565,966.0084373,0.003842993,36.33603887,10.06616653,532.6905181,0.137515565,30.95173728,5.322946796,756.2555801,0.034226693,108.9296557,13.51096166,3412.634199,0.013571902,23.34203247,7.21866429,656.5466093,0.002622666,28.55541588,10.92288175,372.8805217,0.096434851,31.92891431,4.789398766,839.1149561,0.037032597,113.4521082,13.56040052,1185.73743,0.004669088,25.38280156,7.169291747,922.134153,0.003677984,49.91154567,10.76962887,281.8549544,0.068839121,30.39448592,5.948267735,546.7860901,0.023630264,107.157482,12.97807639,1,29,0.5,257.4886613,浙江,杭州,上城,大庆里,50500,上城 - 湖滨 - 蕲王路21号,120.157501,30.259
190,190,1293.933599,0.007003109,20.93208618,6.139834722,650.3833577,0.003433421,31.36321304,9.991454722,96.70361069,0.012788802,22.84596405,6.308690911,138.3560784,0.005567427,96.90069321,11.19166144,3037.518395,0.017274133,23.05359685,7.224986009,628.155472,0.003481073,29.18821153,10.34520664,55.20384344,0.007458338,20.11310714,5.950229796,158.8221283,0.006576075,88.28268808,12.81464313,1182.316411,0.007084858,23.215759,6.887415756,713.0891381,0.003983331,44.15865442,11.00147401,46.62857069,0.006291018,23.64871629,6.246103652,119.4648695,0.004958708,103.321946,12.21628139,1,29,0.5,6886.674084,浙江,杭州,拱墅,小河路385号小区,51000,拱墅 - 桥西 - 小河路385号,120.131534,30.320011
191,191,1718.629547,0.007508673,22.43984899,6.285084889,921.0664154,0.004046767,35.70513121,10.36110533,212.0185011,0.022848363,23.02738952,4.990029608,247.9229056,0.00809175,90.90571165,11.6682882,3586.391784,0.015800382,23.28038276,7.223556509,649.1989988,0.002815399,28.80905153,11.1354151,83.81301425,0.008313332,21.24191045,4.849817596,159.9081414,0.004973931,91.02539808,11.37139623,1308.383441,0.005765507,24.63105196,7.086151624,929.7554869,0.004130034,46.90978405,11.30842865,79.9472079,0.008155117,23.35968235,6.307947163,141.4068701,0.004475904,79.54500228,9.857051882,1,29,0.5,3173.927489,浙江,杭州,上城,公安厅宿舍,51917,上城 - 凯旋/采荷 - 采荷路33号,120.189896,30.254221
192,192,986.6753596,0.005178599,21.33293168,6.170057896,613.3288263,0.003360698,31.850124,10.49289608,63.33019088,0.045001915,20.8343391,4.756672875,140.2298663,0.014779766,114.2554518,11.52126314,1995.608791,0.01188965,23.40892945,7.263548472,436.439807,0.002592951,28.0452151,10.59627842,34.38851304,0.020389131,18.24815155,4.537114363,80.6529176,0.00853037,106.7280005,11.61655211,804.6229061,0.00449556,24.26614947,7.153817822,520.6206699,0.003174393,45.15141064,11.13959795,48.03978644,0.023140883,31.68495759,5.420957143,82.32672102,0.009131508,102.081927,9.564246775,1,29,0.5,3701.324278,浙江,杭州,西湖,浙大新村,52176,西湖 - 黄龙 - 玉古路141-142号,120.121763,30.262805
193,193,1783.4477,0.006818541,22.30467552,6.34967551,1068.020775,0.004176431,36.08480072,10.22929772,225.5243161,0.026927785,26.82089155,5.591988324,526.8746349,0.020784044,115.6708418,13.10430727,3550.93336,0.013785462,23.38448142,7.216559289,720.33639,0.002809903,28.91845623,10.63186552,138.5671581,0.016807273,28.09717738,4.985373834,498.4166113,0.019549731,124.7845431,13.18030112,1269.742576,0.004930184,25.28619103,7.237103417,992.7993599,0.003889168,49.27281214,11.12675969,117.1248786,0.01407312,27.45005052,6.33521403,372.6198723,0.014178109,117.4443862,12.67680327,1,29,0.5,1444.917934,浙江,杭州,拱墅,环西新村,52836,拱墅 - 武林 - 环城西路60号,120.15276,30.269903
194,194,939.7418297,0.004598716,21.78821497,6.150595973,618.9204525,0.003231193,33.11025223,10.37595873,31.09412064,0.00895705,25.31802263,5.165671383,113.5390644,0.014090119,128.8454357,10.83255233,1923.864304,0.01071082,23.57684893,7.266457479,426.7992389,0.002495945,28.13283698,10.64276432,16.8009556,0.007829316,24.47203604,5.381729896,59.16883264,0.008843282,136.8401185,10.06467894,746.0787812,0.003861997,24.86110255,7.158131699,540.9874676,0.00321125,47.35456094,10.90571422,29.37770658,0.008950477,30.34881114,6.266022433,70.7293154,0.011544515,140.5399736,8.712784714,4,29,2.18,3169.517028,浙江,杭州,西湖,曙光路103号,53500,西湖 - 黄龙 - 曙光路103号,120.126664,30.259267
195,195,1075.204976,0.005156092,21.59863092,6.126761774,691.2539445,0.003486485,32.86976979,10.39717279,49.81984063,0.014858251,25.12609229,4.604093374,156.64762,0.015371488,122.2436143,11.55534352,2169.84838,0.011442404,23.49865076,7.254588595,475.9092626,0.002570642,28.36173805,10.69341873,20.70331274,0.003963785,19.20032849,4.574352114,88.2069297,0.008888829,139.8732437,12.20994947,841.7972726,0.004255195,24.67876345,7.155982171,593.5854231,0.003253625,46.94050576,10.98184286,37.76086662,0.006912821,32.98341129,5.913652522,85.52806341,0.009226152,124.5560914,10.13280077,1,29,0.5,3240.626963,浙江,杭州,西湖,曙光新村(西湖),54997,西湖 - 黄龙 - 曙光路20号,120.126526,30.263191
196,196,1700.21586,0.006552464,22.49084921,6.273742205,991.4463177,0.003909458,36.14441964,10.10521753,499.4493128,0.097138802,27.21443636,5.527043376,786.345862,0.031233642,104.3640427,13.40209471,3583.750797,0.014163585,23.28781694,7.215772388,679.6133847,0.00267754,28.4493812,10.85134642,334.9825625,0.067731659,29.63608391,5.182616734,875.0338321,0.034556676,107.330689,13.54093121,1245.133203,0.00489015,25.24073,7.18738072,950.2968848,0.003739779,49.6701496,10.93403907,263.1956277,0.050283102,29.03037686,6.336879659,594.0711628,0.022621707,101.8680492,13.05243051,1,29,0.5,551.6940513,浙江,杭州,上城,向阳新村,55864,"上城 - 湖滨 - 庆春路,近浣纱路",120.162725,30.259748
197,197,1619.648045,0.006643178,21.95631005,6.21352806,1024.934767,0.004298566,34.62596784,10.40442367,104.6480007,0.019101354,20.39633221,5.078726972,216.9879462,0.0128693,123.4571478,11.61937845,3164.266523,0.013205643,23.47750818,7.262963737,691.4140101,0.002932495,29.20095498,10.48772847,50.86239772,0.008379438,34.86304077,5.656513127,150.0267987,0.008905755,158.0501694,12.5633134,1186.086462,0.004975491,25.08914631,7.133187675,918.0880961,0.003878855,48.70459233,11.2377957,30.01268503,0.005829874,27.92477497,7.236848548,119.2409018,0.006845723,123.3429012,11.01244651,1,29,0.5,2572.725978,浙江,杭州,西湖,杭大新村,59475,西湖 - 西溪 - 西溪路56号,120.138085,30.272522
198,198,1614.261763,0.006558321,22.03715958,6.205967416,1023.722732,0.004277189,34.89797293,10.33019048,109.0425229,0.018068831,20.13600933,5.260488939,187.5908506,0.012210325,133.9506123,11.27248093,3164.314786,0.013116366,23.49244262,7.274670791,681.6439322,0.00288574,29.24612865,10.56221163,54.57134747,0.008111181,33.97570806,5.517428484,119.5658014,0.007863222,170.7472083,12.30096602,1177.98802,0.004894543,25.19531388,7.165367099,922.2808987,0.003892111,49.0174175,11.18471378,30.40349015,0.004944877,29.34605378,7.014218515,96.1610543,0.006199172,136.4065545,9.967365378,1,29,0.2,2290.348225,浙江,杭州,西湖,友谊新村,60084,西湖 - 松木场 - 曙光路84-108号,120.139669,30.269937
199,199,1720.976951,0.006825272,22.10216391,6.244331762,1072.662387,0.0043466,35.1831957,10.32207259,116.0206649,0.014668122,22.09959378,5.643252196,213.8811221,0.010090028,131.965442,11.54912137,3355.410391,0.013514626,23.43574786,7.264105864,717.9419784,0.002930218,29.17758445,10.48276049,67.86342773,0.008553396,29.26685615,5.350880019,144.6370052,0.006719883,157.6611436,12.45468654,1241.954729,0.005024702,25.19277145,7.189671107,971.2822079,0.003960037,48.93931722,11.23052158,44.64705884,0.005692192,28.17055454,6.691484708,120.2734512,0.005616336,124.3847165,10.07163763,1,29,0.15,2194.643244,浙江,杭州,西湖,松木场河东,64684,西湖 - 松木场 - 金祝西路,120.143427,30.272726
200,200,1598.320443,0.006433618,22.1618291,6.207623647,1013.471949,0.004221116,35.33779458,10.34928945,67.2924722,0.017951904,22.27494173,4.857688764,147.9038101,0.011430919,144.2497427,12.05347154,3158.271189,0.013008666,23.53374975,7.26409502,668.7350656,0.00282796,29.29980155,10.52359211,42.07810094,0.011603722,32.03819779,4.990227618,88.07206546,0.006762362,173.5283162,12.2189918,1165.497793,0.004790388,25.33791679,7.196754003,923.2061913,0.003904613,49.41787028,11.19502992,22.57597159,0.006611343,30.68475892,6.340126295,73.52230436,0.005718801,146.4585415,9.599583479,1,29,0.5,1914.842147,浙江,杭州,西湖,桃园新村,66567,西湖 - 西湖 - 宝石二路,120.141957,30.266608
201,201,888.0907064,0.004249296,22.11308084,6.153358281,605.5642355,0.003127957,34.15394913,10.18196225,14.77944302,0.02000127,39.94313431,5.24932364,65.08327061,0.011297866,159.1344797,9.479467313,1842.683562,0.010110661,23.69995635,7.256570389,409.7996763,0.002467604,28.05982915,10.62465182,12.310247,0.015474305,31.49612005,4.456506145,36.13649142,0.008140579,177.5470042,8.751959547,692.5294811,0.003483839,25.3197277,7.097234938,544.094182,0.00328831,48.84891071,10.79048156,9.981736007,0.017174999,27.51781937,4.702599904,47.83308515,0.012120735,191.5827172,5.872989566,1,29,0.35,2873.352553,浙江,杭州,西湖,栖霞岭小区,80743,西湖 - 黄龙 - 栖霞岭1-67号,120.129516,30.255838
202,202,126.1640821,0.005499454,23.38352843,6.9213629,58.89170386,0.002557314,29.44811254,6.494994064,45.82057617,0.007935081,26.85474851,4.9761481,84.52993615,0.006838389,72.05668265,9.27606955,338.7852789,0.015139954,24.64826316,5.347858137,65.34247571,0.002856413,26.56945013,10.36854325,51.76717538,0.008681625,22.31869877,6.007925225,88.95550431,0.006945344,69.4706549,9.109149624,171.2245113,0.007424123,25.1019642,6.513938656,68.12661647,0.002972223,42.52177951,6.624558651,29.0578756,0.005131961,32.52228471,6.067439357,78.21494971,0.006098111,68.30208749,9.603312509,2,28,0.4,22699.03402,浙江,杭州,临平,稽家角33号小区,8600,临平 - 塘栖 - 稽家角33号,120.189868,30.48131
203,203,125.595927,0.005697648,23.42292566,6.689787028,59.09316506,0.002714615,29.35457256,6.381208781,85.01281554,0.016845875,19.71811081,5.807757992,81.45275451,0.007363615,69.70134399,8.952073141,342.2265475,0.02091732,25.64807575,5.347858137,60.71024795,0.002670832,26.90613843,9.336179647,69.61428407,0.01377155,23.94213977,5.739437944,85.91890003,0.007264777,76.58517736,9.850136939,160.5913358,0.007312033,25.25012215,6.552662444,63.3064167,0.002779599,42.99525594,6.862987592,53.3676443,0.010486523,24.69228355,6.335746215,74.97511792,0.006266455,70.52134779,9.778824186,2,28,0.9,21787.65762,浙江,杭州,临平,西苑小区(余杭),9300,临平 - 塘栖 - 人民路351号,120.180552,30.473265
204,204,125.4064912,0.005599983,23.41434697,6.689787028,58.83223959,0.002650995,29.36244099,6.381208781,120.6679998,0.023273206,20.35942642,5.779107427,95.75591821,0.008367303,70.38486171,8.977979347,339.757886,0.017919641,25.4000971,5.347858137,61.32860442,0.002690527,26.79481165,9.336179647,105.431938,0.019561064,25.00401384,5.622505642,101.7034267,0.008458852,75.42649331,9.754528812,162.104878,0.007239041,25.22351913,6.552662444,64.02440328,0.002804167,42.9106662,6.80109097,75.72670749,0.014031118,24.73514039,6.310757614,89.09466258,0.007333768,69.8869027,9.986303625,2,28,0.5,22004.48808,浙江,杭州,临平,新苑小区,9300,临平 - 塘栖 - 人民路306号,120.182304,30.475259
205,205,139.8328924,0.012713664,24.09116014,6.287972028,67.95334059,0.006153041,30.47826087,8.178176998,80.20893697,0.028310101,19.60862289,5.82438313,71.48366873,0.011618734,57.76063726,11.13010294,287.9292418,0.028314448,20.92138876,6.442475192,56.23535662,0.005152405,30.5,8.900498107,60.61894877,0.022594458,17.48351053,4.716208916,56.56232447,0.009663243,58.58683302,9.436720409,129.8027322,0.011807177,25.05531098,7.224524439,64.39254912,0.005873,43.99645359,7.380606564,44.42799951,0.016220609,25.48431465,5.130752162,38.58359135,0.006199721,62.32719481,9.077754644,2,28,0.5,23398.83634,浙江,杭州,萧山,十宝畈路小区,10700,萧山 - 临浦 - 十宝畈路1-19号,120.249315,30.040997
206,206,139.5471515,0.012689883,24.09060401,6.27713191,67.84896509,0.006143038,30.47826087,8.178176998,120.4314617,0.044964522,20.27889572,5.524057157,101.718773,0.016600039,58.47746381,11.57337632,283.3762126,0.02745404,21.0952494,6.360797316,55.99878225,0.00512379,30.5,8.900498107,94.23237726,0.040334494,21.42841317,4.352168418,84.49560721,0.014228662,58.22118307,9.707377066,129.4852803,0.011820398,25.02434844,7.201221701,64.02931848,0.005830767,43.96803031,7.380606564,72.54499663,0.028216363,24.56684667,5.405405774,56.52410109,0.009303244,63.4858441,9.895902753,3,28,4,23154.60976,浙江,杭州,萧山,永翔公寓,12043,"萧山 - 临浦 - 东藩南路,近峙山北路",120.244371,30.041603
207,207,330.1714455,0.00877608,21.55838019,6.272604592,137.1329525,0.003233088,32.45868727,9.240247333,22.59103647,0.167645123,25.10951392,3.085141695,69.80051565,0.079921223,22.37102775,6.911763673,1074.02685,0.036171193,22.80042969,7.234331207,144.136984,0.003691288,27.16572345,10.1731874,28.18249585,0.203126131,18,4.542675848,20.41304699,0.032106558,15.2,5.45117507,510.8398567,0.01617372,23.25864113,7.095939892,237.2858212,0.00672298,40.77498427,10.40419989,18.28630965,0.1187177,29.23406115,4.061763142,21.98208624,0.033486395,60.63382964,8.585192835,1,28,0.35,15481.33321,浙江,杭州,萧山,长山街256号小区,13400,萧山 - 北干 - 长山街256号,120.298773,30.191588
208,208,751.5311275,0.006211333,21.3427546,6.408961366,388.3177813,0.003147987,30.17575848,8.730923043,137.9645001,0.074716193,22.52476606,4.716022799,229.0534645,0.034127166,72.91604773,9.143021493,1975.357317,0.016450332,22.50998016,7.251166532,384.4635455,0.003103454,33.6331146,10.86812357,85.56898941,0.041513799,17.91811078,4.811017498,167.8970029,0.025070719,72.14923557,11.5771505,890.3282555,0.007798433,23.45741555,7.059493593,458.2076347,0.003882902,41.38984024,10.11798516,56.68846334,0.026029231,24.63751516,6.014038827,141.8491176,0.020591792,63.31669853,11.79803123,4,28,3,7564.077033,浙江,杭州,拱墅,杨家沁苑北苑,13700,拱墅 - 石桥 - 石桥路,120.18742,30.32632
209,209,826.3546072,0.006379537,21.33649183,6.450560439,427.1631333,0.003271834,30.21235151,8.730146864,131.9986638,0.091932121,20.67773109,4.651663826,208.8853947,0.030073353,74.84587099,9.425192855,2095.984993,0.016412648,22.49542745,7.25703357,410.9349571,0.003134065,33.72072883,10.80705839,57.00533535,0.033208032,17.79966775,4.802993288,156.0769147,0.022000863,72.41864681,11.76305189,915.3834095,0.007607552,23.49842744,7.10929971,477.617671,0.003834212,41.66999522,10.05949063,41.85914777,0.023369753,27.67932861,5.870498369,130.4590817,0.017797053,64.63563224,11.6326274,4,28,3,7152.479499,浙江,杭州,拱墅,杨家沁苑南苑,14400,拱墅 - 石桥 - 石桥路,120.186225,30.322357
210,210,769.7373151,0.008660503,21.3990963,6.482128228,451.2050001,0.005065957,32.96573267,8.471551103,287.2798345,0.039236985,22.97102487,5.665096176,270.2989741,0.015057425,74.31542146,11.16281513,1703.495314,0.020231689,25.06509243,7.621982774,391.1139862,0.004468143,26.85992455,10.5920541,152.6389155,0.020023089,100.3441926,5.25189918,265.0526869,0.014423472,137.1193726,10.51918995,941.5954116,0.010909038,24.08981365,6.942972269,559.4849641,0.006314687,40.28744511,9.583980746,130.7692943,0.017132376,25.75196203,6.197606772,198.6380515,0.010975689,69.95232307,10.10205551,2,28,0.5,22305.71794,浙江,杭州,临平,邱山大街584-594号楼,14670,临平 - 临平 - 邱山大街584-594号,120.299023,30.429551
211,211,611.7732964,0.009722503,19.80711903,6.357346172,292.2368308,0.004594554,24.78246731,7.01425289,380.1974376,0.71045732,19.40590982,4.575663526,359.3459925,0.039803631,68.68697602,10.37781074,1928.452359,0.030621933,22.30517987,7.307221574,302.7287224,0.004755454,27.7012175,9.599871287,257.7815244,0.488168673,24.51550381,4.608454928,337.0649259,0.036995364,69.01610473,10.65388285,867.3332081,0.013851213,22.26293382,6.993477589,401.1330058,0.006364014,36.22380747,8.874458351,183.9332675,0.361063834,23.86264467,5.770420111,300.2064133,0.033413151,61.45637977,10.20388788,1,28,0.5,12590.2378,浙江,杭州,上城,"九堡直街3,5号小区",17200,"上城 - 九堡客运站 - 九堡直街3,5号",120.266671,30.320521
212,212,593.9266228,0.016581977,18.43317542,6.166770783,243.4609697,0.006174139,27.58631094,8.702800672,12.05186659,0.003797187,19.00367066,1.845720013,55.34402894,0.008239108,58.67536713,9.319440871,1165.487562,0.032099043,23.79408298,7.291276597,261.4087236,0.006804797,31.89142363,10.73442443,15.4064523,0.004823283,16.13776655,3.982007274,56.83805247,0.006597711,57.31694287,9.364804642,632.031564,0.017183046,21.60530736,6.809957358,265.8760878,0.006955564,34.83544574,9.98833901,15.14916921,0.004355727,17.7496161,4.928233295,37.77404532,0.004237908,55.14766465,8.435379567,1,28,0.5,13709.96703,浙江,杭州,余杭,浙江省第一地质大队宿舍,17600,余杭 - 五常 - 黄泥坞4幢,120.022784,30.235375
213,213,1185.467214,0.006330624,21.72889847,6.350032811,578.7889583,0.003010869,31.21180195,9.813674005,254.8465215,0.038002725,26.43981732,5.567599949,294.2277033,0.014414967,74.16978875,10.05431284,2628.736161,0.014812629,22.70502973,7.264976604,521.0414172,0.00293514,33.06778825,10.79985447,155.6110234,0.023697504,29.46721169,5.119092602,261.523869,0.012391578,69.57766734,10.15564469,1012.724778,0.00599082,23.80572916,7.074779673,648.1729906,0.003735925,42.99074907,11.1083765,111.2765676,0.016786549,26.751287,6.677581881,188.7091202,0.008948422,77.54700062,9.587419249,1,28,1.5,5174.70787,浙江,杭州,上城,范家天成公寓,19000,上城 - 三里亭 - 范家路48号,120.195835,30.292093
214,214,1178.948752,0.006319627,21.72195005,6.353213831,575.6687498,0.003004332,31.18315598,9.783288812,256.476724,0.038335588,26.35850854,5.550142683,291.2744376,0.014338076,74.24279926,10.0769531,2620.000423,0.014824483,22.70231798,7.265901623,519.1183653,0.002934988,33.08799645,10.76894255,155.1508979,0.023709417,29.83576652,5.063913063,260.5662765,0.012384516,69.71987508,10.15624775,1009.709611,0.005999799,23.80040929,7.075393244,645.8023054,0.003737149,42.96143876,11.09718862,111.3980768,0.016847006,26.75658439,6.642503042,187.6424178,0.008923533,77.6764197,9.608657495,1,28,1.5,5196.238469,浙江,杭州,上城,范家公寓,19700,上城 - 闸弄口 - 范家路88号,120.196032,30.292198
215,215,855.3975872,0.00632512,21.33869884,6.507945602,434.6640567,0.003159533,29.38029649,8.445835862,18.49978707,0.038090207,18,4.889514216,61.18919108,0.008320734,68.80574546,8.043228828,2261.170107,0.017736557,22.53245999,7.246201505,447.3728554,0.003395496,35.43403815,10.99318828,1.067873996,0.000219635,0,1.889881575,49.37146345,0.008274907,72.11228042,9.282101561,917.6171464,0.007485511,23.62964142,7.11291282,527.7859189,0.004146021,41.44285739,10.14074415,3.902433352,0.001568739,34.74212687,3.585988827,34.27955816,0.005408924,64.68599368,8.214044429,1,28,0.9,7017.058331,浙江,杭州,上城,水墩新村,19800,上城 - 笕桥 - 水墩新路172号,120.200679,30.312417
216,216,868.7562602,0.007854679,21.39321811,6.264558719,434.4574572,0.0038559,31.76959205,9.183568879,25.18872034,0.005821429,28.68431292,3.240651795,202.9713246,0.014238603,88.03036376,12.13656206,1915.059301,0.017655597,23.17746083,7.231505887,532.1381151,0.004712455,31.15408515,10.92449576,37.93759296,0.008913952,39.91621335,4.732008743,287.5011373,0.020278266,85.554264,12.56235742,1070.725952,0.009863007,23.98306849,7.159951379,611.732422,0.005500302,44.82634902,11.10650143,29.39461867,0.007256693,25.28629568,6.973897156,237.9438044,0.016815153,82.77750749,11.97908166,1,28,1,12507.14815,浙江,杭州,萧山,杭二棉小区,20339,"萧山 - 北干 - 工人路,近山阴路",120.253421,30.175394
